ID,mag_name,link_to_assembly,AB_batch,eha_number,GTDB_version,GTDB_release,domain,phylum,class,order,family,genus,species,fastani_ani,closest_placement_ani,closest_placement_af,completeness,contamination,size,GC,N50,coding_density,contigs,number_genes,number_unannotated_genes,DM_batch,host_species,host_order,host_class,locality,country,MAG_url,anno_url,kegg_url,annotated,taxonomy_level,assembly_type,sample_type,gbk_url,kegg_hits,Capture ID,percent_unannotated_genes,percent_unannotated_kegg,dereplicated,metagenomic source,completeness software,binning software,assembly quality,binning parameters,taxonomic identity marker, isolation_source, assembly software,Submission
EHM030545,EHA01919_bin.17.fa,EHA01919,ABB0247,EHA01919,2.3.0,R214,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,97.18,97.18,0.89,99.29,0.03,1921910,41.00%,57108,0.87,52,,,"DMB0024,DMB0032,DMB0182",Canis familiaris,Carnivora,Mammalia,Ittoqqortoormii,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0247/EHA01919_bin.17.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030545_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030545_kegg.tsv.gz,true,Species,Individual,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030545.gbk.gz,,SD0322801,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS002
EHM030601,EHA01914_bin.7.fa,EHA01914,ABB0247,EHA01914,2.3.0,R214,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,97.01,97.01,0.91,99.45,0.14,2043397,41.00%,97181,0.86,48,,,"DMB0024,DMB0032,DMB0182",Canis familiaris,Carnivora,Mammalia,Ittoqqortoormii,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0247/EHA01914_bin.7.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030601_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030601_kegg.tsv.gz,true,Species,Individual,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030601.gbk.gz,,SD0315001,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS002
EHM030621,EHA01899_bin.12.fa,EHA01899,ABB0246,EHA01899,2.3.0,R214,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,97.29,97.29,0.86,100.00,0.81,1918671,41.00%,71995,0.87,37,,,"DMB0024,DMB0032,DMB0182",Canis familiaris,Carnivora,Mammalia,Daneborg,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0246/EHA01899_bin.12.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030621_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030621_kegg.tsv.gz,true,Species,Individual,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030621.gbk.gz,,SD0313101,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS002
EHM030668,EHA01904_bin.5.fa,EHA01904,ABB0247,EHA01904,2.3.0,R214,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,96.80,96.80,0.74,95.10,3.24,1806686,41.00%,10825,0.86,251,,,"DMB0024,DMB0032,DMB0182",Canis familiaris,Carnivora,Mammalia,Ittoqqortoormii,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0247/EHA01904_bin.5.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030668_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030668_kegg.tsv.gz,true,Species,Individual,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030668.gbk.gz,,SD0317601,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS002
EHM030682,EHA01927_bin.18.fa,EHA01927,ABB0247,EHA01927,2.3.0,R214,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,97.18,97.18,0.89,99.68,1.19,2050201,41.00%,53782,0.87,72,,,"DMB0024,DMB0032,DMB0182",Canis familiaris,Carnivora,Mammalia,Ittoqqortoormii,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0247/EHA01927_bin.18.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030682_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030682_kegg.tsv.gz,true,Species,Individual,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030682.gbk.gz,,SD0317501,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS002
EHM030719,EHA01889_bin.5.fa,EHA01889,ABB0246,EHA01889,2.3.0,R214,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,97.24,97.24,0.89,100.00,3.09,2164596,40.00%,71126,0.87,56,,,"DMB0024,DMB0032,DMB0182",Canis familiaris,Carnivora,Mammalia,Daneborg,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0246/EHA01889_bin.5.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030719_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030719_kegg.tsv.gz,true,Species,Individual,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030719.gbk.gz,,SD0312101,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS002
EHM030725,EHA01872_bin.10.fa,EHA01872,ABB0246,EHA01872,2.3.0,R214,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,97.17,97.17,0.90,100.00,1.62,2087802,41.00%,79909,0.86,51,,,"DMB0024,DMB0032,DMB0182",Canis familiaris,Carnivora,Mammalia,Daneborg,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0246/EHA01872_bin.10.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030725_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030725_kegg.tsv.gz,true,Species,Individual,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030725.gbk.gz,,SD0313301,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS001
EHM030777,EHA01894_bin.22.fa,EHA01894,ABB0246,EHA01894,2.3.0,R214,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,97.15,97.15,0.86,94.69,2.36,1922540,41.00%,36388,0.86,89,,,"DMB0024,DMB0032,DMB0182",Canis familiaris,Carnivora,Mammalia,Daneborg,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0246/EHA01894_bin.22.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030777_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030777_kegg.tsv.gz,true,Species,Individual,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030777.gbk.gz,,SD0311101,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS002
EHM030792,EHA01910_bin.10.fa,EHA01910,ABB0247,EHA01910,2.3.0,R214,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,97.14,97.14,0.88,100.00,0.05,1986594,41.00%,47438,0.86,83,,,"DMB0024,DMB0032,DMB0182",Canis familiaris,Carnivora,Mammalia,Ittoqqortoormii,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0247/EHA01910_bin.10.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030792_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030792_kegg.tsv.gz,true,Species,Individual,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030792.gbk.gz,,SD0317401,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS002
EHM030817,EHA01902_bin.18.fa,EHA01902,ABB0247,EHA01902,2.3.0,R214,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,97.22,97.22,0.88,99.43,0.07,1853596,41.00%,47617,0.87,60,,,"DMB0024,DMB0032,DMB0182",Canis familiaris,Carnivora,Mammalia,Ittoqqortoormii,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0247/EHA01902_bin.18.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030817_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030817_kegg.tsv.gz,true,Species,Individual,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030817.gbk.gz,,SD0317301,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS002
EHM030848,EHA01917_bin.2.fa,EHA01917,ABB0247,EHA01917,2.3.0,R214,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,97.20,97.20,0.90,99.92,0.09,1967153,41.00%,55097,0.87,77,,,"DMB0024,DMB0032,DMB0182",Canis familiaris,Carnivora,Mammalia,Ittoqqortoormii,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0247/EHA01917_bin.2.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030848_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030848_kegg.tsv.gz,true,Species,Individual,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030848.gbk.gz,,SD0317801,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS002
EHM030873,EHA01877_bin.2.fa,EHA01877,ABB0246,EHA01877,2.3.0,R214,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,97.26,97.26,0.83,93.21,1.13,1843601,41.00%,30603,0.87,97,,,"DMB0024,DMB0032,DMB0182",Canis familiaris,Carnivora,Mammalia,Daneborg,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0246/EHA01877_bin.2.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030873_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030873_kegg.tsv.gz,true,Species,Individual,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030873.gbk.gz,,SD0314301,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS002
EHM030898,EHA01913_bin.2.fa,EHA01913,ABB0247,EHA01913,2.3.0,R214,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,97.15,97.15,0.88,98.80,0.03,1930076,41.00%,50459,0.87,63,,,"DMB0024,DMB0032,DMB0182",Canis familiaris,Carnivora,Mammalia,Ittoqqortoormii,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0247/EHA01913_bin.2.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030898_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030898_kegg.tsv.gz,true,Species,Individual,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030898.gbk.gz,,SD0314601,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS002
EHM030937,EHA01906_bin.1.fa,EHA01906,ABB0247,EHA01906,2.3.0,R214,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,97.09,97.09,0.86,96.62,0.05,1914530,41.00%,46900,0.87,72,,,"DMB0024,DMB0032,DMB0182",Canis familiaris,Carnivora,Mammalia,Ittoqqortoormii,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0247/EHA01906_bin.1.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030937_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030937_kegg.tsv.gz,true,Species,Individual,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030937.gbk.gz,,SD0323101,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS002
EHM030971,EHA01873_bin.13.fa,EHA01873,ABB0246,EHA01873,2.3.0,R214,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,97.06,97.06,0.89,100.00,0.71,2166450,41.00%,78750,0.86,48,,,"DMB0024,DMB0032,DMB0182",Canis familiaris,Carnivora,Mammalia,Daneborg,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0246/EHA01873_bin.13.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030971_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030971_kegg.tsv.gz,true,Species,Individual,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM030971.gbk.gz,,SD0310901,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS002
EHM031019,EHA01905_bin.7.fa,EHA01905,ABB0247,EHA01905,2.3.0,R214,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,97.23,97.23,0.88,98.14,0.01,1999274,41.00%,52077,0.86,72,,,"DMB0024,DMB0032,DMB0182",Canis familiaris,Carnivora,Mammalia,Ittoqqortoormii,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0247/EHA01905_bin.7.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031019_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031019_kegg.tsv.gz,true,Species,Individual,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031019.gbk.gz,,SD0315301,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS002
EHM031040,EHA01908_bin.3.fa,EHA01908,ABB0247,EHA01908,2.3.0,R214,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,96.32,96.32,0.84,87.30,1.85,1570404,41.00%,4655,0.86,400,,,"DMB0024,DMB0032,DMB0182",Canis familiaris,Carnivora,Mammalia,Ittoqqortoormii,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0247/EHA01908_bin.3.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031040_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031040_kegg.tsv.gz,true,Species,Individual,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031040.gbk.gz,,SD0317101,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS002
EHM031083,EHA01924_bin.19.fa,EHA01924,ABB0247,EHA01924,2.3.0,R214,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,97.14,97.14,0.89,99.75,0.86,1955683,41.00%,45616,0.87,63,,,"DMB0024,DMB0032,DMB0182",Canis familiaris,Carnivora,Mammalia,Ittoqqortoormii,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0247/EHA01924_bin.19.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031083_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031083_kegg.tsv.gz,true,Species,Individual,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031083.gbk.gz,,SD0316101,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS002
EHM031092,EHA01928_bin.25.fa,EHA01928,ABB0247,EHA01928,2.3.0,R214,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,96.68,96.68,0.69,56.23,0.33,1157347,41.00%,28247,0.87,73,,,"DMB0024,DMB0032,DMB0182",Canis familiaris,Carnivora,Mammalia,Ittoqqortoormii,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0247/EHA01928_bin.25.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031092_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031092_kegg.tsv.gz,true,Species,Individual,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031092.gbk.gz,,SD0315201,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS002
EHM031142,EHA01903_bin.26.fa,EHA01903,ABB0247,EHA01903,2.3.0,R214,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,96.81,96.81,0.78,85.52,4.65,1688210,41.00%,26142,0.86,107,,,"DMB0024,DMB0032,DMB0182",Canis familiaris,Carnivora,Mammalia,Ittoqqortoormii,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0247/EHA01903_bin.26.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031142_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031142_kegg.tsv.gz,true,Species,Individual,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031142.gbk.gz,,SD0316401,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS002
EHM031212,EHA01900_bin.33.fa,EHA01900,ABB0247,EHA01900,2.3.0,R214,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,96.87,96.87,0.75,78.26,0.22,1647456,41.00%,18512,0.87,136,,,"DMB0024,DMB0032,DMB0182",Canis familiaris,Carnivora,Mammalia,Ittoqqortoormii,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0247/EHA01900_bin.33.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031212_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031212_kegg.tsv.gz,true,Species,Individual,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031212.gbk.gz,,SD0315101,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS001
EHM031233,EHA01887_bin.7.fa,EHA01887,ABB0246,EHA01887,2.3.0,R214,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,97.18,97.18,0.87,92.61,1.11,2101668,41.00%,49689,0.86,88,,,"DMB0024,DMB0032,DMB0182",Canis familiaris,Carnivora,Mammalia,Daneborg,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0246/EHA01887_bin.7.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031233_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031233_kegg.tsv.gz,true,Species,Individual,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031233.gbk.gz,,SD0311901,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS002
EHM031251,EHA01871_bin.15.fa,EHA01871,ABB0246,EHA01871,2.3.0,R214,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,97.13,97.13,0.89,100.00,1.46,2172000,40.00%,55660,0.86,81,,,"DMB0024,DMB0032,DMB0182",Canis familiaris,Carnivora,Mammalia,Daneborg,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0246/EHA01871_bin.15.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031251_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031251_kegg.tsv.gz,true,Species,Individual,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031251.gbk.gz,,SD0312801,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS001
EHM031271,EHA01890_bin.12.fa,EHA01890,ABB0246,EHA01890,2.3.0,R214,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,97.26,97.26,0.89,99.20,0.79,1958954,41.00%,78858,0.86,48,,,"DMB0024,DMB0032,DMB0182",Canis familiaris,Carnivora,Mammalia,Daneborg,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0246/EHA01890_bin.12.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031271_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031271_kegg.tsv.gz,true,Species,Individual,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031271.gbk.gz,,SD0312201,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS002
