genome1,genome2,dist,similarity
GCF_003472045.1_ASM347204v1_genomic.fna,GCA_030839725.1_ASM3083972v1_genomic.fna,0.0069455504,0.99305445
GCF_003464475.1_ASM346447v1_genomic.fna,GCA_030839725.1_ASM3083972v1_genomic.fna,0.016219318,0.9837807
GCF_029369685.1_ASM2936968v1_genomic.fna,GCA_030839725.1_ASM3083972v1_genomic.fna,0.02768892,0.9723111
GCA_008679655.1_ASM867965v1_genomic.fna,GCA_030839725.1_ASM3083972v1_genomic.fna,0.029142082,0.9708579
GCA_003464145.1_ASM346414v1_genomic.fna,GCA_030839725.1_ASM3083972v1_genomic.fna,0.016108394,0.9838916
EHA04696_bin.132.fa,GCA_030839725.1_ASM3083972v1_genomic.fna,0.025565505,0.9744345
GCF_003469775.1_ASM346977v1_genomic.fna,GCA_030839725.1_ASM3083972v1_genomic.fna,0.015187204,0.9848128
GCF_018292145.1_ASM1829214v1_genomic.fna,GCA_030839725.1_ASM3083972v1_genomic.fna,0.0144562125,0.9855438
EHA03390_bin.20.fa,GCA_030839725.1_ASM3083972v1_genomic.fna,0.028587997,0.971412
GCF_003469715.1_ASM346971v1_genomic.fna,GCA_030839725.1_ASM3083972v1_genomic.fna,0.016274929,0.9837251
GCA_958416885.1_ERR9354025_bin.52_MetaWRAP_v1.3_MAG_genomic.fna,GCA_030839725.1_ASM3083972v1_genomic.fna,0.025565505,0.9744345
GCA_022771305.1_ASM2277130v1_genomic.fna,GCA_030839725.1_ASM3083972v1_genomic.fna,0.013948619,0.9860514
EHA00539_bin.6.fa,GCA_030839725.1_ASM3083972v1_genomic.fna,0.020814478,0.9791855
GCA_030844705.1_ASM3084470v1_genomic.fna,GCA_030839725.1_ASM3083972v1_genomic.fna,0.0130156875,0.9869843
GCA_958416015.1_ERR10960865_bin.15_MetaWRAP_v1.3_MAG_genomic.fna,GCA_030839725.1_ASM3083972v1_genomic.fna,0.027163506,0.9728365
GCA_022784765.1_ASM2278476v1_genomic.fna,GCA_030839725.1_ASM3083972v1_genomic.fna,0.02572918,0.9742708
GCA_958371025.1_SRR17798044_bin.10_MetaWRAP_v1.3_MAG_genomic.fna,GCA_030839725.1_ASM3083972v1_genomic.fna,0.014559209,0.9854408
EHA03306_bin.55.fa,GCA_030839725.1_ASM3083972v1_genomic.fna,0.020747006,0.979253
GCA_030844325.1_ASM3084432v1_genomic.fna,GCA_030839725.1_ASM3083972v1_genomic.fna,0.013948619,0.9860514
GCA_030842445.1_ASM3084244v1_genomic.fna,GCA_030839725.1_ASM3083972v1_genomic.fna,0.0143536925,0.9856463
EHA04588_bin.13.fa,GCA_030839725.1_ASM3083972v1_genomic.fna,0.022062302,0.9779377
GCA_958413795.1_ERR9578301_bin.6_MetaWRAP_v1.3_MAG_genomic.fna,GCA_030839725.1_ASM3083972v1_genomic.fna,0.026143014,0.973857
EHA03349_bin.40.fa,GCA_030839725.1_ASM3083972v1_genomic.fna,0.01911807,0.9808819
GCA_008680675.1_ASM868067v1_genomic.fna,GCA_030839725.1_ASM3083972v1_genomic.fna,0.024841309,0.9751587
GCA_030839725.1_ASM3083972v1_genomic.fna,GCA_030839725.1_ASM3083972v1_genomic.fna,0.0,1.0
EHA01845_bin.103.fa,GCA_030839725.1_ASM3083972v1_genomic.fna,0.014200926,0.9857991
GCA_009774835.1_ASM977483v1_genomic.fna,GCA_030839725.1_ASM3083972v1_genomic.fna,0.02751261,0.9724874
GCA_020809955.1_ASM2080995v1_genomic.fna,GCA_030839725.1_ASM3083972v1_genomic.fna,0.0094870925,0.9905129
GCF_003468605.1_ASM346860v1_genomic.fna,GCA_030839725.1_ASM3083972v1_genomic.fna,0.0074132085,0.9925868
GCF_019733675.1_ASM1973367v1_genomic.fna,GCA_030839725.1_ASM3083972v1_genomic.fna,0.019499123,0.9805009
EHA01958_bin.190.fa,GCA_030839725.1_ASM3083972v1_genomic.fna,0.015507996,0.984492
GCA_958440685.1_ERR4918969_bin.9_MetaWRAP_v1.3_MAG_genomic.fna,GCA_030839725.1_ASM3083972v1_genomic.fna,0.015507996,0.984492
GCA_959026225.1_SRR13494490_bin.7_MetaWRAP_v1.3_MAG_genomic.fna,GCA_030839725.1_ASM3083972v1_genomic.fna,0.023753703,0.9762463
EHA01281_bin.18.fa,GCA_030839725.1_ASM3083972v1_genomic.fna,0.013898492,0.9861015
GCA_030841945.1_ASM3084194v1_genomic.fna,GCA_030839725.1_ASM3083972v1_genomic.fna,0.013550818,0.9864492
GCF_003471825.1_ASM347182v1_genomic.fna,GCA_030839725.1_ASM3083972v1_genomic.fna,0.015998006,0.984002
GCA_958432605.1_SRR22541667_bin.32_MetaWRAP_v1.3_MAG_genomic.fna,GCA_030839725.1_ASM3083972v1_genomic.fna,0.017300606,0.9826994
EHA03351_bin.43.fa,GCA_030839725.1_ASM3083972v1_genomic.fna,0.0135015845,0.9864984
GCF_003469235.1_ASM346923v1_genomic.fna,GCA_030839725.1_ASM3083972v1_genomic.fna,0.018619478,0.9813805
GCA_030839525.1_ASM3083952v1_genomic.fna,EHA01845_bin.103.fa,0.024920821,0.9750792
EHA04680_bin.8.fa,EHA01845_bin.103.fa,0.025402784,0.9745972
EHA04575_bin.10.fa,EHA01845_bin.103.fa,0.013898492,0.9861015
GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,EHA01845_bin.103.fa,0.037311018,0.962689
EHA00535_bin.6.fa,EHA01845_bin.103.fa,0.0311746,0.9688254
EHA00531_bin.1.fa,EHA01845_bin.103.fa,0.023982882,0.9760171
GCF_003439415.1_ASM343941v1_genomic.fna,EHA01845_bin.103.fa,0.016330719,0.9836693
EHA03376_bin.12.fa,EHA01845_bin.103.fa,0.022204995,0.977795
GCA_959028115.1_ERR10149225_bin.6_MetaWRAP_v1.3_MAG_genomic.fna,EHA01845_bin.103.fa,0.021991313,0.9780087
GCA_959026965.1_SRR20881986_bin.33_MetaWRAP_v1.3_MAG_genomic.fna,EHA01845_bin.103.fa,0.014049172,0.9859508
GCA_025757725.1_ASM2575772v1_genomic.fna,EHA01845_bin.103.fa,0.004990995,0.995009
GCF_003437495.1_ASM343749v1_genomic.fna,EHA01845_bin.103.fa,0.01594299,0.984057
GCF_001405775.1_13414_6_6_genomic.fna,EHA01845_bin.103.fa,0.005674958,0.99432504
GCF_003467575.1_ASM346757v1_genomic.fna,EHA01845_bin.103.fa,0.017476082,0.9825239
EHA01439_bin.44.fa,EHA01845_bin.103.fa,0.01911807,0.9808819
GCA_959023275.1_DRR221348_bin.3_MetaWRAP_v1.3_MAG_genomic.fna,EHA01845_bin.103.fa,0.023078203,0.9769218
GCA_022776965.1_ASM2277696v1_genomic.fna,EHA01845_bin.103.fa,0.023004293,0.9769957
GCA_959600655.1_SRR16280015_bin.44_MetaWRAP_v1.3_MAG_genomic.fna,EHA01845_bin.103.fa,0.013848484,0.9861515
GCF_001406015.1_14207_7_71_genomic.fna,EHA01845_bin.103.fa,0.024059713,0.9759403
GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic.fna,EHA01845_bin.103.fa,0.012587488,0.9874125
GCF_018288975.1_ASM1828897v1_genomic.fna,EHA01845_bin.103.fa,0.00737679,0.9926232
GCF_022835355.1_ASM2283535v1_genomic.fna,EHA01845_bin.103.fa,0.016108394,0.9838916
EHA03161_bin.52.fa,EHA01845_bin.103.fa,0.012634695,0.9873653
GCF_018289335.1_ASM1828933v1_genomic.fna,EHA01845_bin.103.fa,0.01567018,0.9843298
GCF_022835335.1_ASM2283533v1_genomic.fna,EHA01845_bin.103.fa,0.01605308,0.9839469
GCA_030842705.1_ASM3084270v1_genomic.fna,EHA01845_bin.103.fa,0.005774796,0.9942252
GCF_018784195.1_ASM1878419v1_genomic.fna,EHA01845_bin.103.fa,0.01666832,0.9833317
EHA05111_bin.128.fa,EHA01845_bin.103.fa,0.00065612793,0.9993439
GCA_014870645.1_ASM1487064v1_genomic.fna,EHA01845_bin.103.fa,0.013898492,0.9861015
GCA_008679285.1_ASM867928v1_genomic.fna,EHA01845_bin.103.fa,0.014559209,0.9854408
GCA_030843875.1_ASM3084387v1_genomic.fna,EHA01845_bin.103.fa,0.023301423,0.9766986
EHA00726_bin.13.fa,EHA01845_bin.103.fa,0.0143536925,0.9856463
EHA03288_bin.14.fa,EHA01845_bin.103.fa,0.013748825,0.9862512
GCF_003475725.1_ASM347572v1_genomic.fna,EHA01845_bin.103.fa,0.016953588,0.9830464
EHA02500_bin.116.fa,EHA01845_bin.103.fa,0.026478827,0.9735212
GCA_958447325.1_ERR4316497_bin.13_MetaWRAP_v1.3_MAG_genomic.fna,EHA01845_bin.103.fa,0.02227658,0.9777234
GCA_022774455.1_ASM2277445v1_genomic.fna,EHA01845_bin.103.fa,0.0134035945,0.9865964
EHA00928_bin.90.fa,EHA01845_bin.103.fa,0.025484025,0.974516
GCA_958427815.1_ERR9762699_bin.64_MetaWRAP_v1.3_MAG_genomic.fna,EHA01845_bin.103.fa,0.014975905,0.9850241
GCF_003459965.1_ASM345996v1_genomic.fna,EHA01845_bin.103.fa,0.02516067,0.9748393
GCA_958435695.1_SRR18940298_bin.11_MetaWRAP_v1.3_MAG_genomic.fna,EHA01845_bin.103.fa,0.013649583,0.9863504
EHA01202_bin.66.fa,EHA01845_bin.103.fa,0.023301423,0.9766986
GCA_958422645.1_ERR9762696_bin.1_MetaWRAP_v1.3_MAG_genomic.fna,EHA01845_bin.103.fa,0.017184377,0.9828156
EHA01634_bin.14.fa,EHA01845_bin.103.fa,0.014559209,0.9854408
GCF_002206325.1_ASM220632v2_genomic.fna,EHA01845_bin.103.fa,0.012824297,0.9871757
GCF_003468915.1_ASM346891v1_genomic.fna,EHA01845_bin.103.fa,0.017184377,0.9828156
GCF_018784125.1_ASM1878412v1_genomic.fna,EHA01845_bin.103.fa,0.0171265,0.9828735
GCF_018587995.1_ASM1858799v1_genomic.fna,EHA01845_bin.103.fa,0.015507996,0.984492
GCF_001405935.1_13414_6_56_genomic.fna,EHA01845_bin.103.fa,0.021709323,0.9782907
GCA_015060925.1_ASM1506092v1_genomic.fna,EHA01845_bin.103.fa,0.23010999,0.76989
GCF_003474765.1_ASM347476v1_genomic.fna,EHA01845_bin.103.fa,0.023226798,0.9767732
EHA05078_bin.42.fa,EHA01845_bin.103.fa,0.023078203,0.9769218
GCA_959606485.1_SRR16244384_bin.5_MetaWRAP_v1.3_MAG_genomic.fna,EHA01845_bin.103.fa,0.013699114,0.9863009
GCF_012843465.1_ASM1284346v1_genomic.fna,EHA01845_bin.103.fa,0.014150202,0.9858498
GCF_020687325.1_ASM2068732v1_genomic.fna,EHA01845_bin.103.fa,0.025000513,0.9749995
GCF_003472045.1_ASM347204v1_genomic.fna,EHA01845_bin.103.fa,0.013160288,0.9868397
GCF_003464475.1_ASM346447v1_genomic.fna,EHA01845_bin.103.fa,0.016330719,0.9836693
GCF_029369685.1_ASM2936968v1_genomic.fna,EHA01845_bin.103.fa,0.026990712,0.9730093
GCA_008679655.1_ASM867965v1_genomic.fna,EHA01845_bin.103.fa,0.025402784,0.9745972
GCA_003464145.1_ASM346414v1_genomic.fna,EHA01845_bin.103.fa,0.016725123,0.9832749
EHA04696_bin.132.fa,EHA01845_bin.103.fa,0.022930622,0.9770694
GCF_003469775.1_ASM346977v1_genomic.fna,EHA01845_bin.103.fa,0.014975905,0.9850241
GCF_018292145.1_ASM1829214v1_genomic.fna,EHA01845_bin.103.fa,0.015081286,0.9849187
EHA03390_bin.20.fa,EHA01845_bin.103.fa,0.02572918,0.9742708
GCF_003469715.1_ASM346971v1_genomic.fna,EHA01845_bin.103.fa,0.0171265,0.9828735
GCA_958416885.1_ERR9354025_bin.52_MetaWRAP_v1.3_MAG_genomic.fna,EHA01845_bin.103.fa,0.022710681,0.9772893
GCA_022771305.1_ASM2277130v1_genomic.fna,EHA01845_bin.103.fa,0.013354719,0.9866453
EHA00539_bin.6.fa,EHA01845_bin.103.fa,0.019055188,0.9809448
GCA_030844705.1_ASM3084470v1_genomic.fna,EHA01845_bin.103.fa,0.0144562125,0.9855438
GCA_958416015.1_ERR10960865_bin.15_MetaWRAP_v1.3_MAG_genomic.fna,EHA01845_bin.103.fa,0.025402784,0.9745972
GCA_022784765.1_ASM2278476v1_genomic.fna,EHA01845_bin.103.fa,0.02285707,0.97714293
GCA_958371025.1_SRR17798044_bin.10_MetaWRAP_v1.3_MAG_genomic.fna,EHA01845_bin.103.fa,0.012681901,0.9873181
EHA03306_bin.55.fa,EHA01845_bin.103.fa,0.018867493,0.9811325
GCA_030844325.1_ASM3084432v1_genomic.fna,EHA01845_bin.103.fa,0.008307815,0.9916922
GCA_030842445.1_ASM3084244v1_genomic.fna,EHA01845_bin.103.fa,0.014818728,0.9851813
EHA04588_bin.13.fa,EHA01845_bin.103.fa,0.020213723,0.9797863
GCA_958413795.1_ERR9578301_bin.6_MetaWRAP_v1.3_MAG_genomic.fna,EHA01845_bin.103.fa,0.024683118,0.9753169
EHA03349_bin.40.fa,EHA01845_bin.103.fa,0.017712176,0.9822878
GCA_008680675.1_ASM868067v1_genomic.fna,EHA01845_bin.103.fa,0.022930622,0.9770694
GCA_030839725.1_ASM3083972v1_genomic.fna,EHA01845_bin.103.fa,0.014200926,0.9857991
EHA01845_bin.103.fa,EHA01845_bin.103.fa,0.0,1.0
GCA_009774835.1_ASM977483v1_genomic.fna,EHA01845_bin.103.fa,0.024291694,0.9757083
GCA_020809955.1_ASM2080995v1_genomic.fna,EHA01845_bin.103.fa,0.0130156875,0.9869843
GCF_003468605.1_ASM346860v1_genomic.fna,EHA01845_bin.103.fa,0.012967706,0.9870323
GCF_019733675.1_ASM1973367v1_genomic.fna,EHA01845_bin.103.fa,0.018070877,0.9819291
EHA01958_bin.190.fa,EHA01845_bin.103.fa,0.015561879,0.9844381
GCA_958440685.1_ERR4918969_bin.9_MetaWRAP_v1.3_MAG_genomic.fna,EHA01845_bin.103.fa,0.013699114,0.9863009
GCA_959026225.1_SRR13494490_bin.7_MetaWRAP_v1.3_MAG_genomic.fna,EHA01845_bin.103.fa,0.021639287,0.9783607
EHA01281_bin.18.fa,EHA01845_bin.103.fa,0.0033144355,0.99668556
GCA_030841945.1_ASM3084194v1_genomic.fna,EHA01845_bin.103.fa,0.014251828,0.9857482
GCF_003471825.1_ASM347182v1_genomic.fna,EHA01845_bin.103.fa,0.01666832,0.9833317
GCA_958432605.1_SRR22541667_bin.32_MetaWRAP_v1.3_MAG_genomic.fna,EHA01845_bin.103.fa,0.015293598,0.9847064
EHA03351_bin.43.fa,EHA01845_bin.103.fa,0.013160288,0.9868397
GCF_003469235.1_ASM346923v1_genomic.fna,EHA01845_bin.103.fa,0.01741749,0.9825825
GCA_030839525.1_ASM3083952v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.021223426,0.9787766
EHA04680_bin.8.fa,GCA_009774835.1_ASM977483v1_genomic.fna,0.01666832,0.9833317
EHA04575_bin.10.fa,GCA_009774835.1_ASM977483v1_genomic.fna,0.024525821,0.9754742
GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.0383209,0.9616791
EHA00535_bin.6.fa,GCA_009774835.1_ASM977483v1_genomic.fna,0.026143014,0.973857
EHA00531_bin.1.fa,GCA_009774835.1_ASM977483v1_genomic.fna,0.019181192,0.9808188
GCF_003439415.1_ASM343941v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.025893986,0.974106
EHA03376_bin.12.fa,GCA_009774835.1_ASM977483v1_genomic.fna,0.025565505,0.9744345
GCA_959028115.1_ERR10149225_bin.6_MetaWRAP_v1.3_MAG_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.019756496,0.9802435
GCA_959026965.1_SRR20881986_bin.33_MetaWRAP_v1.3_MAG_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.025565505,0.9744345
GCA_025757725.1_ASM2575772v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.023677707,0.9763223
GCF_003437495.1_ASM343749v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.02572918,0.9742708
GCF_001405775.1_13414_6_6_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.024920821,0.9750792
GCF_003467575.1_ASM346757v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.0244475,0.9755525
EHA01439_bin.44.fa,GCA_009774835.1_ASM977483v1_genomic.fna,0.0244475,0.9755525
GCA_959023275.1_DRR221348_bin.3_MetaWRAP_v1.3_MAG_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.021361291,0.9786387
GCA_022776965.1_ASM2277696v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.018619478,0.9813805
GCA_959600655.1_SRR16280015_bin.44_MetaWRAP_v1.3_MAG_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.023602009,0.976398
GCF_001406015.1_14207_7_71_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.01831317,0.98168683
GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.024841309,0.9751587
GCF_018288975.1_ASM1828897v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.026059687,0.9739403
GCF_022835355.1_ASM2283535v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.026059687,0.9739403
EHA03161_bin.52.fa,GCA_009774835.1_ASM977483v1_genomic.fna,0.024683118,0.9753169
GCF_018289335.1_ASM1828933v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.026648402,0.9733516
GCF_022835335.1_ASM2283533v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.026059687,0.9739403
GCA_030842705.1_ASM3084270v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.023602009,0.976398
GCF_018784195.1_ASM1878419v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.026478827,0.9735212
EHA05111_bin.128.fa,GCA_009774835.1_ASM977483v1_genomic.fna,0.024059713,0.9759403
GCA_014870645.1_ASM1487064v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.024136782,0.9758632
GCA_008679285.1_ASM867928v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.027955472,0.9720445
GCA_030843875.1_ASM3084387v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.019821286,0.9801787
EHA00726_bin.13.fa,GCA_009774835.1_ASM977483v1_genomic.fna,0.024841309,0.9751587
EHA03288_bin.14.fa,GCA_009774835.1_ASM977483v1_genomic.fna,0.024369478,0.9756305
GCF_003475725.1_ASM347572v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.023982882,0.9760171
EHA02500_bin.116.fa,GCA_009774835.1_ASM977483v1_genomic.fna,0.02285707,0.97714293
GCA_958447325.1_ERR4316497_bin.13_MetaWRAP_v1.3_MAG_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.022348404,0.9776516
GCA_022774455.1_ASM2277445v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.02352649,0.9764735
EHA00928_bin.90.fa,GCA_009774835.1_ASM977483v1_genomic.fna,0.024059713,0.9759403
GCA_958427815.1_ERR9762699_bin.64_MetaWRAP_v1.3_MAG_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.023301423,0.9766986
GCF_003459965.1_ASM345996v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.02115482,0.9788452
GCA_958435695.1_SRR18940298_bin.11_MetaWRAP_v1.3_MAG_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.023982882,0.9760171
EHA01202_bin.66.fa,GCA_009774835.1_ASM977483v1_genomic.fna,0.022492707,0.9775073
GCA_958422645.1_ERR9762696_bin.1_MetaWRAP_v1.3_MAG_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.024841309,0.9751587
EHA01634_bin.14.fa,GCA_009774835.1_ASM977483v1_genomic.fna,0.025484025,0.974516
GCF_002206325.1_ASM220632v2_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.025241077,0.9747589
GCF_003468915.1_ASM346891v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.023982882,0.9760171
GCF_018784125.1_ASM1878412v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.025565505,0.9744345
GCF_018587995.1_ASM1858799v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.024841309,0.9751587
GCF_001405935.1_13414_6_56_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.025321782,0.9746782
GCA_015060925.1_ASM1506092v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.243761,0.756239
GCF_003474765.1_ASM347476v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.021086395,0.9789136
EHA05078_bin.42.fa,GCA_009774835.1_ASM977483v1_genomic.fna,0.014714479,0.9852855
GCA_959606485.1_SRR16244384_bin.5_MetaWRAP_v1.3_MAG_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.0244475,0.9755525
GCF_012843465.1_ASM1284346v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.026143014,0.973857
GCF_020687325.1_ASM2068732v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.021779478,0.9782205
GCF_003472045.1_ASM347204v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.025976717,0.9740233
GCF_003464475.1_ASM346447v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.024525821,0.9754742
GCF_029369685.1_ASM2936968v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.02227658,0.9777234
GCA_008679655.1_ASM867965v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.02227658,0.9777234
GCA_003464145.1_ASM346414v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.026990712,0.9730093
EHA04696_bin.132.fa,GCA_009774835.1_ASM977483v1_genomic.fna,0.014610827,0.9853892
GCF_003469775.1_ASM346977v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.026733518,0.9732665
GCF_018292145.1_ASM1829214v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.024762094,0.9752379
EHA03390_bin.20.fa,GCA_009774835.1_ASM977483v1_genomic.fna,0.016330719,0.9836693
GCF_003469715.1_ASM346971v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.026478827,0.9735212
GCA_958416885.1_ERR9354025_bin.52_MetaWRAP_v1.3_MAG_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.018743217,0.9812568
GCA_022771305.1_ASM2277130v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.02572918,0.9742708
EHA00539_bin.6.fa,GCA_009774835.1_ASM977483v1_genomic.fna,0.024841309,0.9751587
GCA_030844705.1_ASM3084470v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.024762094,0.9752379
GCA_958416015.1_ERR10960865_bin.15_MetaWRAP_v1.3_MAG_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.022783816,0.9772162
GCA_022784765.1_ASM2278476v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.020478904,0.9795211
GCA_958371025.1_SRR17798044_bin.10_MetaWRAP_v1.3_MAG_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.024136782,0.9758632
EHA03306_bin.55.fa,GCA_009774835.1_ASM977483v1_genomic.fna,0.022348404,0.9776516
GCA_030844325.1_ASM3084432v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.02460432,0.9753957
GCA_030842445.1_ASM3084244v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.02285707,0.97714293
EHA04588_bin.13.fa,GCA_009774835.1_ASM977483v1_genomic.fna,0.022062302,0.9779377
GCA_958413795.1_ERR9578301_bin.6_MetaWRAP_v1.3_MAG_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.020213723,0.9797863
EHA03349_bin.40.fa,GCA_009774835.1_ASM977483v1_genomic.fna,0.022783816,0.9772162
GCA_008680675.1_ASM868067v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.019244492,0.9807555
GCA_030839725.1_ASM3083972v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.02751261,0.9724874
EHA01845_bin.103.fa,GCA_009774835.1_ASM977483v1_genomic.fna,0.024291694,0.9757083
GCA_009774835.1_ASM977483v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.0,1.0
GCA_020809955.1_ASM2080995v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.024369478,0.9756305
GCF_003468605.1_ASM346860v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.025976717,0.9740233
GCF_019733675.1_ASM1973367v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.025484025,0.974516
EHA01958_bin.190.fa,GCA_009774835.1_ASM977483v1_genomic.fna,0.023982882,0.9760171
GCA_958440685.1_ERR4918969_bin.9_MetaWRAP_v1.3_MAG_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.023602009,0.976398
GCA_959026225.1_SRR13494490_bin.7_MetaWRAP_v1.3_MAG_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.019181192,0.9808188
EHA01281_bin.18.fa,GCA_009774835.1_ASM977483v1_genomic.fna,0.023451328,0.9765487
GCA_030841945.1_ASM3084194v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.025321782,0.9746782
GCF_003471825.1_ASM347182v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.026563525,0.9734365
GCA_958432605.1_SRR22541667_bin.32_MetaWRAP_v1.3_MAG_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.025565505,0.9744345
EHA03351_bin.43.fa,GCA_009774835.1_ASM977483v1_genomic.fna,0.023829877,0.9761701
GCF_003469235.1_ASM346923v1_genomic.fna,GCA_009774835.1_ASM977483v1_genomic.fna,0.024214208,0.9757858
GCA_030839525.1_ASM3083952v1_genomic.fna,GCA_020809955.1_ASM2080995v1_genomic.fna,0.023829877,0.9761701
EHA04680_bin.8.fa,GCA_020809955.1_ASM2080995v1_genomic.fna,0.024214208,0.9757858
EHA04575_bin.10.fa,GCA_020809955.1_ASM2080995v1_genomic.fna,0.0137985945,0.9862014
GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,GCA_020809955.1_ASM2080995v1_genomic.fna,0.03857869,0.9614213
EHA00535_bin.6.fa,GCA_020809955.1_ASM2080995v1_genomic.fna,0.0296126,0.9703874
EHA00531_bin.1.fa,GCA_020809955.1_ASM2080995v1_genomic.fna,0.024683118,0.9753169
GCF_003439415.1_ASM343941v1_genomic.fna,GCA_020809955.1_ASM2080995v1_genomic.fna,0.014049172,0.9859508
EHA03376_bin.12.fa,GCA_020809955.1_ASM2080995v1_genomic.fna,0.022492707,0.9775073
GCA_959028115.1_ERR10149225_bin.6_MetaWRAP_v1.3_MAG_genomic.fna,GCA_020809955.1_ASM2080995v1_genomic.fna,0.022420406,0.9775796
