representative_RGP	nb_spots	mod_list	RGP_list
EHA00726_bin.13^_32_RGP_1	1	module_171	EHA00726_bin.13^_32_RGP_1,EHA01281_bin.18^_51_RGP_1,EHA01439_bin.44^_18_RGP_0,EHA01845_bin.103^_28_RGP_0,EHA02500_bin.116^_31_RGP_1,EHA03288_bin.14^_9_RGP_0,EHA03306_bin.55^_102_RGP_1,EHA03376_bin.12^_55_RGP_1,EHA05111_bin.128^_31_RGP_0,QSEH01000001.1_RGP_2,NANL01000015.1_RGP_3,NAMT01000009.1_RGP_13,NAKS01000005.1_RGP_3,JALFMD010000047.1_RGP_1,JALFGY010000012.1_RGP_0,CP107196.1_RGP_42,JAUUSL010000052.1_RGP_0,JAUURM010000011.1_RGP_1,JAUUQX010000068.1_RGP_0,JAUUNW010000070.1_RGP_0,CATYBK010000011.1_RGP_0,CATYVK010000024.1_RGP_1,CATZPJ010000051.1_RGP_0,CAUBHL010000011.1_RGP_1,CAUCSL010000004.1_RGP_2,CAUFBL010000032.1_RGP_1,NZ_CYYK01000019.1_RGP_1,NZ_CZBM01000018.1_RGP_2,NZ_NJFM02000001.1_RGP_45,NZ_QSQS01000003.1_RGP_6,NZ_QSVO01000002.1_RGP_5,NZ_QRXK01000020.1_RGP_0,NZ_QRYZ01000002.1_RGP_3,NZ_QSIP01000009.1_RGP_2,NZ_QSLF01000001.1_RGP_4,NZ_QSLL01000141.1_RGP_0,NZ_QRKE01000001.1_RGP_7,NZ_QRKR01000002.1_RGP_4,NZ_CP072210.1_RGP_41,NZ_CP072254.1_RGP_49,NZ_WQNZ01000001.1_RGP_1,NZ_JAJEQK010000039.1_RGP_0,NZ_BQOC01000001.1_RGP_22,NZ_BQOD01000001.1_RGP_22,NZ_CP120353.1_RGP_60
EHA00726_bin.13^_74_RGP_0	0	module_191	EHA00726_bin.13^_74_RGP_0
EHA00726_bin.13^_2_RGP_0	1	module_127,module_147,module_79	EHA00726_bin.13^_2_RGP_0,EHA01281_bin.18^_79_RGP_0,EHA01845_bin.103^_3_RGP_0,EHA03288_bin.14^_4_RGP_0,EHA03351_bin.43^_18_RGP_0,EHA04575_bin.10^_386_RGP_0,EHA05111_bin.128^_143_RGP_0,QSEH01000035.1_RGP_0,NANL01000008.1_RGP_1,JALFMD010000026.1_RGP_0,CP107196.1_RGP_4,JAUULV010000085.1_RGP_0,JAUURM010000021.1_RGP_0,JAUUQX010000019.1_RGP_0,CATXLD010000004.1_RGP_0,CAUADP010000047.1_RGP_0,CAUBHL010000009.1_RGP_0,NZ_CYYK01000002.1_RGP_1,NZ_NJFM02000001.1_RGP_5,NZ_QSQS01000014.1_RGP_0,NZ_QSVO01000014.1_RGP_0,NZ_QRYZ01000012.1_RGP_0,NZ_QSHF01000013.1_RGP_0,NZ_QSIP01000012.1_RGP_0,NZ_QSJN01000017.1_RGP_0,NZ_QSIV01000015.1_RGP_0,NZ_QSLF01000015.1_RGP_0,NZ_QRKE01000015.1_RGP_0,NZ_QRKR01000013.1_RGP_0,NZ_QRPY01000035.1_RGP_0,NZ_CP072210.1_RGP_7,NZ_CP072254.1_RGP_6,NZ_BQOC01000002.1_RGP_0,NZ_BQOD01000002.1_RGP_1
EHA00726_bin.13^_26_RGP_0	1	module_168,module_169	EHA00726_bin.13^_26_RGP_0,QSEH01000010.1_RGP_0,JALFMD010000014.1_RGP_0,JAUURM010000022.1_RGP_0,JAUUQX010000014.1_RGP_0,JAUUNW010000143.1_RGP_0,CAUADP010000015.1_RGP_0,CAUBHL010000030.1_RGP_0,NZ_CYYK01000015.1_RGP_0,NZ_QSQS01000006.1_RGP_0,NZ_QSVO01000009.1_RGP_0,NZ_QRYZ01000005.1_RGP_0,NZ_QSLF01000009.1_RGP_1,NZ_QRKE01000005.1_RGP_1,NZ_CP072210.1_RGP_16,NZ_CP072254.1_RGP_18,NZ_WQNZ01000048.1_RGP_0,NZ_JAASIM010000001.1_RGP_4,NZ_BQOC01000001.1_RGP_10,NZ_BQOD01000001.1_RGP_10
EHA00726_bin.13^_47_RGP_1	1	module_129,module_126	EHA00726_bin.13^_47_RGP_1,EHA01281_bin.18^_41_RGP_0,EHA01845_bin.103^_107_RGP_0,EHA03161_bin.52^_22_RGP_0,EHA03349_bin.40^_141_RGP_0,EHA05111_bin.128^_29_RGP_0,QSEH01000018.1_RGP_2,NANL01000007.1_RGP_5,DYUW01000093.1_RGP_0,JALFBZ010000045.1_RGP_0,JALFMD010000055.1_RGP_2,CP107196.1_RGP_39,JAUULV010000009.1_RGP_0,JAUUSL010000030.1_RGP_0,JAUURM010000023.1_RGP_0,JAUUNW010000009.1_RGP_0,JAUUNC010000009.1_RGP_0,CAUBHL010000029.1_RGP_1,CAUCAE010000001.1_RGP_3,CAUFLA010000033.1_RGP_0,CAUFQX010000028.1_RGP_0,CAUGMZ010000018.1_RGP_1,CAUHJC010000006.1_RGP_1,NZ_CYYK01000001.1_RGP_5,NZ_NJFM02000001.1_RGP_38,NZ_QSQS01000004.1_RGP_4,NZ_QSVO01000004.1_RGP_4,NZ_QRYZ01000001.1_RGP_9,NZ_QSIP01000001.1_RGP_5,NZ_QSLF01000007.1_RGP_2,NZ_QRKE01000007.1_RGP_2,NZ_QRKR01000001.1_RGP_5,NZ_JABAFE010000002.1_RGP_3,NZ_CP072210.1_RGP_39,NZ_CP072254.1_RGP_41,NZ_JAFBJB010000002.1_RGP_4,NZ_WQNZ01000081.1_RGP_2,NZ_BQOC01000003.1_RGP_4,NZ_BQOD01000003.1_RGP_4
EHA00726_bin.13^_66_RGP_0	2	module_93,module_182,module_110	EHA00726_bin.13^_66_RGP_0,QSEH01000007.1_RGP_0,JALFMD010000037.1_RGP_0,CAUBHL010000023.1_RGP_0,NZ_QSQS01000005.1_RGP_0,NZ_QSVO01000006.1_RGP_0,NZ_QRYZ01000008.1_RGP_0,NZ_QSLF01000006.1_RGP_0,NZ_QRKE01000006.1_RGP_0,NZ_CP072254.1_RGP_11,NZ_WQNZ01000159.1_RGP_0
EHA00726_bin.13^_68_RGP_0	1	module_186,module_187,module_188	EHA00726_bin.13^_68_RGP_0,EHA03288_bin.14^_19_RGP_0,EHA03351_bin.43^_73_RGP_0,QSEH01000002.1_RGP_0,DYUW01000091.1_RGP_0,JALFMD010000010.1_RGP_0,JAUULV010000021.1_RGP_0,CAUHJC010000001.1_RGP_0,NZ_QSQS01000001.1_RGP_1,NZ_QSVO01000005.1_RGP_0,NZ_QSHF01000005.1_RGP_0,NZ_QSJN01000001.1_RGP_1,NZ_QSIV01000004.1_RGP_1,NZ_QSLF01000004.1_RGP_0,NZ_QRKE01000003.1_RGP_0,NZ_CP072254.1_RGP_5,NZ_WQNZ01000143.1_RGP_0,NZ_JAASIM010000002.1_RGP_1,NZ_BQOC01000001.1_RGP_2,NZ_BQOD01000001.1_RGP_2
EHA00928_bin.90^_17_RGP_0	0	module_193	EHA00928_bin.90^_17_RGP_0,EHA01281_bin.18^_88_RGP_1,EHA01845_bin.103^_35_RGP_1,EHA02500_bin.116^_65_RGP_0,EHA05111_bin.128^_144_RGP_1
EHA00928_bin.90^_30_RGP_0	0	module_194	EHA00928_bin.90^_30_RGP_0
EHA00928_bin.90^_349_RGP_0	2	module_93	EHA00928_bin.90^_349_RGP_0,EHA02500_bin.116^_60_RGP_1,EHA03288_bin.14^_74_RGP_0,EHA03349_bin.40^_214_RGP_0,EHA03351_bin.43^_124_RGP_0,WGVK01000002.1_RGP_0,DYUW01000013.1_RGP_1,CP107196.1_RGP_25,JAUULV010000033.1_RGP_0,JAUUSL010000127.1_RGP_0,JAUURM010000029.1_RGP_1,JAUUQX010000003.1_RGP_0,CATXLD010000008.1_RGP_1,CAUCAE010000002.1_RGP_0,CAUFNR010000006.1_RGP_0,CAUGMZ010000005.1_RGP_2,NZ_CYYK01000009.1_RGP_2,NZ_QSLL01000011.1_RGP_0,NZ_CP072210.1_RGP_25,NZ_CP072231.1_RGP_22,NZ_JAFBJB010000010.1_RGP_0,NZ_BQOC01000011.1_RGP_1,NZ_BQOD01000012.1_RGP_1
EHA00928_bin.90^_478_RGP_0	0	module_199	EHA00928_bin.90^_478_RGP_0,NZ_QSLL01000059.1_RGP_0
EHA00928_bin.90^_219_RGP_0	1	module_121	EHA00928_bin.90^_219_RGP_0,EHA02500_bin.116^_60_RGP_2,JAUUNW010000074.1_RGP_0,CAUCSL010000018.1_RGP_0,CAUGMZ010000005.1_RGP_0,NZ_QSHF01000011.1_RGP_0,NZ_QSJN01000011.1_RGP_0,NZ_QSIV01000034.1_RGP_0,NZ_QRPY01000001.1_RGP_1,NZ_JABAFE010000015.1_RGP_0
EHA00928_bin.90^_413_RGP_0	1	module_198	EHA00928_bin.90^_413_RGP_0,EHA02500_bin.116^_60_RGP_0
EHA00928_bin.90^_547_RGP_0	1	module_14,module_103	EHA00928_bin.90^_547_RGP_0,EHA02500_bin.116^_34_RGP_0
EHA00928_bin.90^_564_RGP_0	1	module_200	EHA00928_bin.90^_564_RGP_0,EHA02500_bin.116^_132_RGP_0,JAUUMF010000023.1_RGP_0,CATYBK010000003.1_RGP_3
EHA00928_bin.90^_209_RGP_0	0	module_196	EHA00928_bin.90^_209_RGP_0
EHA00928_bin.90^_486_RGP_0	1	module_190	EHA00928_bin.90^_486_RGP_0,EHA01281_bin.18^_27_RGP_1,EHA01845_bin.103^_109_RGP_0,EHA02500_bin.116^_151_RGP_0,EHA03288_bin.14^_47_RGP_0,EHA03351_bin.43^_61_RGP_0,EHA05111_bin.128^_126_RGP_0,CP107196.1_RGP_59,JAUUQX010000055.1_RGP_0,JAUUNW010000020.1_RGP_0,NZ_CYYK01000017.1_RGP_1,NZ_QSLL01000070.1_RGP_0,NZ_QRKR01000019.1_RGP_1,NZ_CP072210.1_RGP_63
EHA00928_bin.90^_572_RGP_0	1	module_201,module_114	EHA00928_bin.90^_572_RGP_0,EHA02500_bin.116^_196_RGP_0
EHA01202_bin.66^_75_RGP_0	1	module_202	EHA01202_bin.66^_75_RGP_0,EHA01281_bin.18^_58_RGP_0,EHA01845_bin.103^_98_RGP_0,EHA04575_bin.10^_194_RGP_0,JALFMD010000004.1_RGP_0,NZ_QSLL01000156.1_RGP_0,NZ_QSLL01000168.1_RGP_0,NZ_JAJEQK010000018.1_RGP_0
EHA01202_bin.66^_123_RGP_0	1	module_203,module_205,module_204,module_206	EHA01202_bin.66^_123_RGP_0,CAUFLA010000001.1_RGP_0,NZ_QRPA01000003.1_RGP_0
EHA01202_bin.66^_160_RGP_0	1	module_207	EHA01202_bin.66^_160_RGP_0,DYUW01000129.1_RGP_0,DYUW01000065.1_RGP_0,JAUUOT010000043.1_RGP_0,CATYBK010000038.1_RGP_0,CATZCB010000044.1_RGP_0,CAUCZP010000038.1_RGP_0,NZ_CP120353.1_RGP_13
EHA01281_bin.18^_3_RGP_1	0	module_209	EHA01281_bin.18^_3_RGP_1,JAUUQX010000093.1_RGP_1,NZ_WQNY01000059.1_RGP_1
EHA01281_bin.18^_7_RGP_0	1	module_185,module_211	EHA01281_bin.18^_7_RGP_0,EHA01845_bin.103^_34_RGP_1,EHA05111_bin.128^_15_RGP_1,NANL01000019.1_RGP_5,WGVK01000006.1_RGP_1,JALFBZ010000039.1_RGP_0,CP107196.1_RGP_37,JAUULV010000046.1_RGP_0,JAUUQX010000070.1_RGP_0,JAUUNC010000002.1_RGP_1,CATXLD010000003.1_RGP_0,CATYVK010000004.1_RGP_2,CAUCSL010000002.1_RGP_2,CAUGMZ010000031.1_RGP_0,CAUHJC010000001.1_RGP_4,NZ_CYYK01000007.1_RGP_2,NZ_NJFM02000001.1_RGP_35,NZ_QSIP01000002.1_RGP_4,NZ_QSLL01000021.1_RGP_0,NZ_QRKR01000003.1_RGP_2,NZ_JABAFE010000001.1_RGP_7,NZ_CP072210.1_RGP_40,NZ_CP072231.1_RGP_35
EHA01281_bin.18^_44_RGP_2	1	module_220	EHA01281_bin.18^_44_RGP_2,EHA01845_bin.103^_139_RGP_0,EHA03376_bin.12^_19_RGP_2,EHA04588_bin.13^_359_RGP_0,EHA05111_bin.128^_107_RGP_0,NAMT01000011.1_RGP_14,NAKS01000003.1_RGP_19,JALFGY010000004.1_RGP_3,JALFYO010000038.1_RGP_4,CP107196.1_RGP_60,JAUUMF010000004.1_RGP_0,JAUUQX010000064.1_RGP_0,CATYBK010000001.1_RGP_9,CATYVK010000001.1_RGP_10,CATZCB010000011.1_RGP_3,CAUCZP010000014.1_RGP_2,CAUFBL010000001.1_RGP_7,NZ_CYYK01000009.1_RGP_5,NZ_QRXK01000019.1_RGP_2,NZ_QRPA01000002.1_RGP_6,NZ_CP072210.1_RGP_64,NZ_JAJEQK010000019.1_RGP_1,NZ_CP120353.1_RGP_71
EHA01281_bin.18^_65_RGP_1	0	module_168	EHA01281_bin.18^_65_RGP_1,EHA03288_bin.14^_115_RGP_1,EHA03351_bin.43^_35_RGP_1,CP107196.1_RGP_36,JAUUNW010000107.1_RGP_0,CATZPJ010000185.1_RGP_0
EHA01281_bin.18^_70_RGP_0	0	module_227	EHA01281_bin.18^_70_RGP_0,EHA05111_bin.128^_92_RGP_1
EHA01281_bin.18^_18_RGP_0	1	module_215	EHA01281_bin.18^_18_RGP_0,EHA01845_bin.103^_64_RGP_0,EHA05111_bin.128^_44_RGP_0,CP107196.1_RGP_44,JAUUQX010000091.1_RGP_0,JAUUNW010000090.1_RGP_0,NZ_CYYK01000011.1_RGP_1,NZ_CP072210.1_RGP_43
EHA01281_bin.18^_102_RGP_0	1	module_235	EHA01281_bin.18^_102_RGP_0,EHA01845_bin.103^_40_RGP_0,EHA05111_bin.128^_133_RGP_0
EHA01281_bin.18^_103_RGP_0	0	module_236	EHA01281_bin.18^_103_RGP_0,EHA01845_bin.103^_83_RGP_0,EHA05111_bin.128^_67_RGP_0
EHA01281_bin.18^_8_RGP_0	1	module_136	EHA01281_bin.18^_8_RGP_0,EHA01845_bin.103^_37_RGP_0,EHA03161_bin.52^_103_RGP_0,EHA03288_bin.14^_39_RGP_0,EHA05111_bin.128^_7_RGP_0,QSEH01000025.1_RGP_2,NAKS01000002.1_RGP_22,JALFBZ010000021.1_RGP_1,JALFMD010000051.1_RGP_3,CP107196.1_RGP_56,JAUUSL010000002.1_RGP_0,JAUURM010000010.1_RGP_2,JAUUNW010000098.1_RGP_0,CATXLD010000007.1_RGP_1,CAUBHL010000039.1_RGP_1,NZ_CYYK01000014.1_RGP_2,NZ_QSQS01000007.1_RGP_2,NZ_QSVO01000016.1_RGP_0,NZ_QRXK01000011.1_RGP_3,NZ_QRYZ01000011.1_RGP_2,NZ_QSHF01000009.1_RGP_2,NZ_QSIP01000007.1_RGP_1,NZ_QSJN01000009.1_RGP_2,NZ_QSIV01000005.1_RGP_3,NZ_QSLF01000016.1_RGP_0,NZ_QRKR01000008.1_RGP_2,NZ_QRPY01000020.1_RGP_2,NZ_CP072210.1_RGP_68,NZ_WQNZ01000106.1_RGP_2,NZ_JAASIM010000010.1_RGP_2,NZ_BQOC01000001.1_RGP_29,NZ_BQOD01000001.1_RGP_29
EHA01281_bin.18^_17_RGP_0	1	module_214,module_181	EHA01281_bin.18^_17_RGP_0,EHA01958_bin.190^_286_RGP_0,EHA03288_bin.14^_116_RGP_0,QSEH01000072.1_RGP_0,DYUW01000013.1_RGP_0,JALFMD010000037.1_RGP_2,CP107196.1_RGP_20,JAUULV010000080.1_RGP_0,JAUUNC010000001.1_RGP_1,CAUAVI010000042.1_RGP_0,CAUCAE010000002.1_RGP_1,CAUHJC010000002.1_RGP_1,NZ_CYYK01000021.1_RGP_0,NZ_CYXP01000009.1_RGP_0,NZ_NJFM02000001.1_RGP_18,NZ_QSQS01000005.1_RGP_1,NZ_QSVO01000006.1_RGP_2,NZ_QRYZ01000008.1_RGP_2,NZ_QSIP01000021.1_RGP_0,NZ_QSLF01000006.1_RGP_2,NZ_QRKE01000006.1_RGP_2,NZ_QRKR01000006.1_RGP_2,NZ_CP072210.1_RGP_22,NZ_CP072254.1_RGP_22,NZ_JAFBJB010000010.1_RGP_1,NZ_WQNY01000021.1_RGP_1,NZ_WQNZ01000159.1_RGP_1,NZ_JAASIM010000009.1_RGP_1,NZ_BQOC01000011.1_RGP_0,NZ_BQOD01000012.1_RGP_0
EHA01281_bin.18^_44_RGP_1	1	module_221	EHA01281_bin.18^_44_RGP_1,EHA01439_bin.44^_48_RGP_0,EHA01845_bin.103^_4_RGP_0,EHA03376_bin.12^_19_RGP_1,EHA05111_bin.128^_39_RGP_0,NAMT01000011.1_RGP_7,NAKS01000003.1_RGP_12,JALFGY010000004.1_RGP_1,JALFYO010000047.1_RGP_0,CP107196.1_RGP_50,JAUUMF010000021.1_RGP_0,JAUUOT010000063.1_RGP_0,CATZCB010000042.1_RGP_0,CAUCZP010000054.1_RGP_0,CAUFBL010000001.1_RGP_2,CAUFLA010000061.1_RGP_0,CAUHJC010000002.1_RGP_3,NZ_CYYK01000009.1_RGP_3,NZ_CYXP01000009.1_RGP_2,NZ_QRXK01000004.1_RGP_4,NZ_QSHF01000011.1_RGP_4,NZ_QSIP01000008.1_RGP_2,NZ_QSJN01000011.1_RGP_4,NZ_QSIV01000014.1_RGP_1,NZ_QRKR01000006.1_RGP_3,NZ_QRPA01000002.1_RGP_3,NZ_QRPY01000001.1_RGP_4,NZ_CP072210.1_RGP_53
EHA01281_bin.18^_51_RGP_0	0	module_223	EHA01281_bin.18^_51_RGP_0,JAUUOT010000002.1_RGP_0
EHA01281_bin.18^_7_RGP_1	1	module_210	EHA01281_bin.18^_7_RGP_1,EHA01845_bin.103^_34_RGP_0,EHA02500_bin.116^_79_RGP_0,EHA05111_bin.128^_15_RGP_0,CP107196.1_RGP_35,CAUCSL010000002.1_RGP_1,NZ_CYYK01000007.1_RGP_1,NZ_QSLL01000157.1_RGP_0,NZ_CP072210.1_RGP_37,NZ_JAASIM010000002.1_RGP_3,NZ_JAJEQK010000045.1_RGP_0
EHA01281_bin.18^_36_RGP_0	2	module_181,module_219	EHA01281_bin.18^_36_RGP_0,NAMT01000011.1_RGP_2,CP107196.1_RGP_9,NZ_CYYK01000017.1_RGP_0,NZ_CP072210.1_RGP_13
EHA01281_bin.18^_10_RGP_0	0	module_28,module_5,module_212,module_56	EHA01281_bin.18^_10_RGP_0
EHA01281_bin.18^_16_RGP_0	1	module_213	EHA01281_bin.18^_16_RGP_0,EHA01845_bin.103^_95_RGP_0,NANL01000009.1_RGP_0,DYUW01000111.1_RGP_1,CP107196.1_RGP_27,JAUULV010000081.1_RGP_0,JAUUQX010000005.1_RGP_0,JAUUNW010000004.1_RGP_0,CAUHJC010000010.1_RGP_0,NZ_CYYK01000013.1_RGP_0,NZ_NJFM02000001.1_RGP_30,NZ_QSIP01000013.1_RGP_0,NZ_QRKR01000011.1_RGP_0,NZ_CP072210.1_RGP_28
EHA01281_bin.18^_23_RGP_0	1	module_217	EHA01281_bin.18^_23_RGP_0,EHA01845_bin.103^_122_RGP_0,EHA05111_bin.128^_5_RGP_0,WGVK01000038.1_RGP_0,CP107196.1_RGP_21,JAUUNW010000010.1_RGP_0,CATZCB010000009.1_RGP_1,NZ_CYYK01000001.1_RGP_1,NZ_CP072231.1_RGP_21,NZ_CP072254.1_RGP_26
EHA01281_bin.18^_42_RGP_0	0	module_169	EHA01281_bin.18^_42_RGP_0,EHA01845_bin.103^_112_RGP_0,EHA03288_bin.14^_111_RGP_0,EHA03306_bin.55^_174_RGP_0,EHA04575_bin.10^_427_RGP_0,EHA05111_bin.128^_132_RGP_0,CP107196.1_RGP_28,JAUUNW010000315.1_RGP_0,CATZPJ010000140.1_RGP_0
EHA01281_bin.18^_45_RGP_0	1	module_222,module_158	EHA01281_bin.18^_45_RGP_0,NAKS01000006.1_RGP_2,JALFYO010000017.1_RGP_0,JAUUMF010000071.1_RGP_0,CAUADP010000043.1_RGP_0,CAUCSL010000021.1_RGP_0,CAUFBL010000041.1_RGP_0,NZ_CYYK01000001.1_RGP_0,NZ_CYXP01000002.1_RGP_1
EHA01281_bin.18^_71_RGP_1	1	module_228	EHA01281_bin.18^_71_RGP_1,EHA01845_bin.103^_44_RGP_1,EHA03376_bin.12^_28_RGP_1,EHA05111_bin.128^_96_RGP_1,WGVK01000012.1_RGP_3,JALFBZ010000050.1_RGP_2,JAUUQX010000069.1_RGP_1,JAUUNW010000258.1_RGP_0,CATXLD010000013.1_RGP_2,CAUAVI010000011.1_RGP_1,CAUCAE010000003.1_RGP_4,CAUCSL010000009.1_RGP_3,CAUFNR010000122.1_RGP_0,NZ_CYYK01000010.1_RGP_3,NZ_CP072210.1_RGP_58,NZ_CP072231.1_RGP_47,NZ_JAFBJB010000005.1_RGP_4
EHA01281_bin.18^_102_RGP_1	1	module_138	EHA01281_bin.18^_102_RGP_1,EHA01439_bin.44^_59_RGP_0,EHA01439_bin.44^_189_RGP_0,EHA01634_bin.14^_298_RGP_0,EHA01845_bin.103^_16_RGP_0,EHA01958_bin.190^_152_RGP_0,EHA02500_bin.116^_19_RGP_0,EHA03161_bin.52^_52_RGP_0,EHA03288_bin.14^_110_RGP_0,EHA03351_bin.43^_96_RGP_0,EHA03376_bin.12^_62_RGP_0,EHA03390_bin.20^_59_RGP_0,EHA05111_bin.128^_3_RGP_0,QSEH01000001.1_RGP_3,NANL01000015.1_RGP_4,NAMT01000007.1_RGP_4,VSOM01000023.1_RGP_1,WGVK01000011.1_RGP_0,DYUW01000079.1_RGP_0,JALFBZ010000054.1_RGP_0,JALFMD010000029.1_RGP_0,CP107196.1_RGP_43,JAUULV010000035.1_RGP_0,JAUURM010000002.1_RGP_3,JAUUQX010000036.1_RGP_0,JAUUNW010000017.1_RGP_0,JAUUNC010000007.1_RGP_0,CATXLD010000010.1_RGP_1,CATYVK010000008.1_RGP_1,CATZPJ010000046.1_RGP_0,CAUADP010000026.1_RGP_0,CAUAVI010000046.1_RGP_0,CAUBHL010000003.1_RGP_0,CAUCAE010000004.1_RGP_1,CAUCSL010000011.1_RGP_0,CAUCZP010000004.1_RGP_0,CAUFNR010000018.1_RGP_0,CAUGMZ010000006.1_RGP_0,CAUHJC010000015.1_RGP_0,NZ_CYYK01000011.1_RGP_0,NZ_NJFM02000001.1_RGP_44,NZ_QSQS01000003.1_RGP_5,NZ_QSVO01000002.1_RGP_4,NZ_QRYZ01000002.1_RGP_2,NZ_QSHF01000002.1_RGP_3,NZ_QSIP01000004.1_RGP_0,NZ_QSJN01000003.1_RGP_4,NZ_QSLF01000001.1_RGP_5,NZ_QSLL01000002.1_RGP_0,NZ_QRKE01000001.1_RGP_6,NZ_QRKR01000007.1_RGP_0,NZ_QRPY01000002.1_RGP_2,NZ_JABAFE010000008.1_RGP_0,NZ_CP072210.1_RGP_42,NZ_CP072231.1_RGP_40,NZ_CP072254.1_RGP_50,NZ_JAFBJB010000001.1_RGP_3,NZ_WQNY01000071.1_RGP_4,NZ_WQNZ01000013.1_RGP_3,NZ_JAASIM010000001.1_RGP_6,NZ_BQOC01000001.1_RGP_23,NZ_BQOD01000001.1_RGP_23
EHA01281_bin.18^_23_RGP_2	1	module_216	EHA01281_bin.18^_23_RGP_2,EHA01845_bin.103^_57_RGP_0,CP107196.1_RGP_45,JAUUQX010000053.1_RGP_0,CATYBK010000012.1_RGP_0,NZ_CYYK01000001.1_RGP_6,NZ_CP072210.1_RGP_45
EHA01281_bin.18^_71_RGP_0	0	module_229	EHA01281_bin.18^_71_RGP_0,EHA01845_bin.103^_44_RGP_0,EHA05111_bin.128^_96_RGP_0,JAUUNW010000168.1_RGP_0
EHA01281_bin.18^_65_RGP_0	1	module_224,module_225,module_226	EHA01281_bin.18^_65_RGP_0,NZ_NJFM02000001.1_RGP_4
EHA01281_bin.18^_85_RGP_0	0	module_44	EHA01281_bin.18^_85_RGP_0,EHA01634_bin.14^_57_RGP_0,EHA03351_bin.43^_95_RGP_0,JAUULV010000039.1_RGP_0,JAUUSL010000109.1_RGP_0,JAUUOT010000200.1_RGP_0,NZ_QSLL01000010.1_RGP_0
EHA01281_bin.18^_92_RGP_0	1	module_43,module_132	EHA01281_bin.18^_92_RGP_0,EHA01634_bin.14^_209_RGP_0,EHA03161_bin.52^_35_RGP_0,JALFBZ010000022.1_RGP_0,CP107196.1_RGP_7,JAUUNC010000040.1_RGP_0,NZ_JABAFE010000017.1_RGP_0,NZ_CP072210.1_RGP_11
EHA01281_bin.18^_106_RGP_0	1	module_238	EHA01281_bin.18^_106_RGP_0,EHA01845_bin.103^_13_RGP_0,EHA05111_bin.128^_74_RGP_0,CP107196.1_RGP_15,CATZAC010000059.1_RGP_0,CATZPJ010000136.1_RGP_0,NZ_CYYK01000003.1_RGP_2,NZ_JABAFE010000013.1_RGP_0,NZ_CP072210.1_RGP_18
EHA01281_bin.18^_99_RGP_1	1	module_234	EHA01281_bin.18^_99_RGP_1,EHA01634_bin.14^_1_RGP_0,EHA01845_bin.103^_12_RGP_0,EHA03161_bin.52^_170_RGP_0,EHA03349_bin.40^_114_RGP_0,EHA03376_bin.12^_34_RGP_2,EHA03390_bin.20^_54_RGP_0,EHA04680_bin.8^_33_RGP_1,EHA04696_bin.132^_92_RGP_0,EHA05078_bin.42^_69_RGP_0,EHA05111_bin.128^_28_RGP_0,NAMT01000009.1_RGP_9,VSOM01000003.1_RGP_3,DYUW01000043.1_RGP_0,DYUW01000022.1_RGP_0,JALFBZ010000053.1_RGP_0,CP107196.1_RGP_29,JAUULV010000019.1_RGP_0,JAUUQX010000004.1_RGP_0,JAUUNC010000003.1_RGP_2,CATYVK010000011.1_RGP_2,CAUFBL010000004.1_RGP_0,CAUHJC010000020.1_RGP_0,NZ_CYYK01000002.1_RGP_5,NZ_CZBM01000008.1_RGP_2,NZ_NJFM02000001.1_RGP_27,NZ_QSHF01000007.1_RGP_2,NZ_QSIP01000005.1_RGP_1,NZ_QSJN01000007.1_RGP_2,NZ_QSIV01000011.1_RGP_1,NZ_QSLL01000012.1_RGP_0,NZ_QRKR01000009.1_RGP_0,NZ_QRPY01000027.1_RGP_0,NZ_JABAFE010000003.1_RGP_4,NZ_CP072210.1_RGP_31
EHA01281_bin.18^_1_RGP_0	0	module_208	EHA01281_bin.18^_1_RGP_0,EHA01845_bin.103^_149_RGP_0,EHA05111_bin.128^_109_RGP_0
EHA01281_bin.18^_105_RGP_1	0	module_237	EHA01281_bin.18^_105_RGP_1,EHA01845_bin.103^_63_RGP_0,EHA05111_bin.128^_42_RGP_0
EHA01281_bin.18^_81_RGP_0	0	module_230,module_233,module_231,module_232	EHA01281_bin.18^_81_RGP_0,EHA01845_bin.103^_84_RGP_0,EHA05111_bin.128^_123_RGP_0,CAUAVI010000013.1_RGP_0,NZ_CP072210.1_RGP_9
EHA01439_bin.44^_118_RGP_0	0	module_79	EHA01439_bin.44^_118_RGP_0,CATYBK010000033.1_RGP_0,CATZPJ010000155.1_RGP_0,CAUFQX010000038.1_RGP_0
EHA01439_bin.44^_217_RGP_0	0	module_247,module_248	EHA01439_bin.44^_217_RGP_0,EHA03376_bin.12^_60_RGP_0
EHA01439_bin.44^_219_RGP_0	1	module_249	EHA01439_bin.44^_219_RGP_0,EHA03376_bin.12^_46_RGP_1,EHA04588_bin.13^_83_RGP_0,CATYVK010000015.1_RGP_2,NZ_CYXP01000007.1_RGP_4,NZ_QRXK01000021.1_RGP_0,NZ_CP120353.1_RGP_56
EHA01439_bin.44^_279_RGP_0	1	module_250	EHA01439_bin.44^_279_RGP_0,EHA03390_bin.20^_97_RGP_0,EHA04680_bin.8^_39_RGP_0,EHA04696_bin.132^_39_RGP_0,EHA05078_bin.42^_38_RGP_0,VSOM01000002.1_RGP_1,NZ_CZBM01000007.1_RGP_2
